County,State,Adult Obesity (2018),Adult Smoking (2018),Limited Access To Healthy Foods (2018),Poverty Rate (2018)
Lenawee County, MI,0.344000012,0.19044514,0.076938443,0.093718918
DuPage County, IL,0.241999999,0.12470229,0.039651737,0.065028955
Smith County, TX,0.294,0.164745778,0.065311864,0.154238552
Philadelphia County, PA,0.294,0.197265327,0.004666318,0.245122618
Leelanau County, MI,0.291000009,0.139912903,0.00555099,
Edgar County, IL,0.282999992,0.166897818,0.154656723,
Sherman County, TX,0.275000006,0.139190108,0.058193866,
Lapeer County, MI,0.324000001,0.183098495,0.025693646,0.108042743
Edwards County, IL,0.291999996,0.153643191,0.079269707,
Pike County, PA,0.280999988,0.144838646,0.023785517,
Lake County, MI,0.310000002,0.219721854,0.082862519,
Effingham County, IL,0.294999987,0.153221786,0.047752075,
Shelby County, TX,0.326999992,0.191284478,0.057444543,
Potter County, PA,0.32100001,0.168697819,0.066798456,
Keweenaw County, MI,0.300999999,0.173919708,0.081974387,
Fayette County, IL,0.26699999,0.183813095,0.140467554,
Shackelford County, TX,0.291999996,0.154317275,0.05905126,
Kent County, MI,0.294,0.163192868,0.052840386,0.112613243
Ford County, IL,0.256999999,0.160013542,0.065218702,
Schuylkill County, PA,0.326999992,0.177546114,0.025977924,0.129778978
Kalkaska County, MI,0.331,0.19859077,0.025594415,
Franklin County, IL,0.294999987,0.177684948,0.043484218,
Scurry County, TX,0.279000014,0.146388322,0.1079221,
Snyder County, PA,0.338,0.167846113,0.028070683,
Kalamazoo County, MI,0.317000002,0.152217716,0.092819653,0.145815244
Fulton County, IL,0.289000005,0.177735373,0.065057635,
Schleicher County, TX,0.284000009,0.12718676,0.051203758,
Jackson County, MI,0.344000012,0.193125352,0.100472026,0.137058666
Gallatin County, IL,0.286000013,0.174271539,0.292687446,
Somerset County, PA,0.379000008,0.160638452,0.064199917,0.10554247
Isabella County, MI,0.303000003,0.211145476,0.036904138,0.245988389
Greene County, IL,0.308999985,0.177932039,0.063489564,
San Saba County, TX,0.279000014,0.164834276,0.128841549,
Sullivan County, PA,0.312000006,0.157510117,0.111392051,
Iron County, MI,0.293000013,0.185971454,0.04990783,
Grundy County, IL,0.319000006,0.148872271,0.04951562,
San Patricio County, TX,0.352999985,0.147571415,0.082555659,0.181253033
Iosco County, MI,0.342000008,0.183862656,0.099055104,
Hamilton County, IL,0.282000005,0.16447714,0.043301929,
Susquehanna County, PA,0.307999998,0.189185753,0.018823925,
Ionia County, MI,0.375,0.19074741,0.027811319,
Hancock County, IL,0.266000003,0.15097864,0.141677991,
San Jacinto County, TX,0.280999988,0.169553697,0.029490123,
Tioga County, PA,0.328999996,0.158847496,0.045997251,
Ingham County, MI,0.298000008,0.183735505,0.112629071,0.182876267
Hardin County, IL,0.280999988,0.179097742,0.04775371,
San Augustine County, TX,0.328000009,0.197387934,0.019890442,
Huron County, MI,0.30399999,0.174387529,0.104680061,
Henderson County, IL,0.284999996,0.14852497,0.004559022,
Union County, PA,0.291999996,0.152468696,0.134661958,
Houghton County, MI,0.324000001,0.197595209,0.042375438,
Henry County, IL,0.32100001,0.156231567,0.050681721,
Sabine County, TX,0.31400001,0.173348501,0.058926802,
Venango County, PA,0.338999987,0.169045806,0.029835349,
Hillsdale County, MI,0.323000014,0.197358504,0.016974861,
Iroquois County, IL,0.333999991,0.167371362,0.075394832,
Rusk County, TX,0.324000001,0.165065855,0.083226651,
Gratiot County, MI,0.351000011,0.192572862,0.142888576,
Jackson County, IL,0.280999988,0.19558543,0.112181306,
Warren County, PA,0.321999997,0.161724836,0.049388178,
Grand Traverse County, MI,0.27700001,0.153287783,0.052097593,0.114225254
Jasper County, IL,0.291000009,0.150731415,0.039989065,
Runnels County, TX,0.300999999,0.152052909,0.114662133,
Washington County, PA,0.277999997,0.154306844,0.070176862,0.085378551
Gogebic County, MI,0.333999991,0.198246047,0.035056494,
Jefferson County, IL,0.282999992,0.185269475,0.085866682,
Rockwall County, TX,0.25999999,0.133849934,0.037496116,0.05012677
Gladwin County, MI,0.351000011,0.190320149,0.004917692,
Jersey County, IL,0.300000012,0.150660977,0.042063694,
Wayne County, PA,0.319000006,0.167450547,0.014660206,
Genesee County, MI,0.312000006,0.208269149,0.109774888,0.187805636
Jo Daviess County, IL,0.300999999,0.134633034,0.061725851,
Robertson County, TX,0.307000011,0.156523332,0.106635883,
Westmoreland County, PA,0.317000002,0.144520119,0.078365095,0.090426928
Emmet County, MI,0.296000004,0.178429708,0.048517235,
Johnson County, IL,0.282999992,0.176171035,0.143863276,
Roberts County, TX,0.272000015,0.12961483,0.116540201,
Eaton County, MI,0.375999987,0.165296599,0.092202358,0.094030669
Kane County, IL,0.254999995,0.140832439,0.038208339,0.083868597
Wyoming County, PA,0.34799999,0.154761449,0.008667395,
Dickinson County, MI,0.291000009,0.193220928,0.11461845,
Kankakee County, IL,0.324999988,0.155816615,0.045971856,0.172371696
Refugio County, TX,0.282000005,0.140584305,0.070204712,
York County, PA,0.340999991,0.152414396,0.049267787,0.086993947
Delta County, MI,0.317999989,0.197522059,0.083831318,
Kendall County, IL,0.317000002,0.136879042,0.030362086,0.038888758
Reeves County, TX,0.289000005,0.157196075,0.094156854,
Crawford County, MI,0.319999993,0.188154548,0.068954401,
Knox County, IL,0.254000008,0.171235248,0.067773268,
Bristol County, RI,0.238000005,0.125148878,0.118703142,
Clinton County, MI,0.298000008,0.155505538,0.057151575,0.08232532
Lake County, IL,0.279000014,0.138421476,0.058084883,0.077743277
Red River County, TX,0.347000003,0.16321978,0.184181765,
Kent County, RI,0.291999996,0.17270726,0.053072482,0.071143838
Clare County, MI,0.340000004,0.21536389,0.016955921,
LaSalle County, IL,0.275999993,0.167387009,0.061002821,0.14881014
Real County, TX,0.286000013,0.147652805,0.451772481,
Chippewa County, MI,0.349999994,0.219430238,0.080976553,
Lawrence County, IL,0.275000006,0.186000556,0.052180253,
Newport County, RI,0.246999994,0.150403813,0.048878346,0.06969212
Cheboygan County, MI,0.319999993,0.197684601,0.058937833,
Lee County, IL,0.312000006,0.161190346,0.033567291,
Reagan County, TX,0.287,0.158894494,0.022033038,
Providence County, RI,0.280999988,0.154469699,0.032010943,0.166792538
Charlevoix County, MI,0.300999999,0.167602107,0.015888801,
Livingston County, IL,0.307999998,0.156957626,0.024442254,
Randall County, TX,0.257999986,0.142584771,0.036243003,0.076133768
Cass County, MI,0.324000001,0.182711512,0.026960026,
Logan County, IL,0.280999988,0.161905408,0.103148513,
Washington County, RI,0.233999997,0.126691237,0.085135072,0.073332999
Calhoun County, MI,0.337000012,0.203529119,0.082456142,0.180267528
McDonough County, IL,0.27700001,0.176310077,0.067317463,
Rains County, TX,0.308999985,0.143928036,,
Abbeville County, SC,0.377999991,0.174334452,0.005918238,
Branch County, MI,0.32100001,0.194535166,0.014481061,
McHenry County, IL,0.293000013,0.148739651,0.070793904,0.057427204
Presidio County, TX,0.264999986,0.159825698,0.427993596,
Berrien County, MI,0.328999996,0.195731312,0.10119313,0.151835925
McLean County, IL,0.289999992,0.149173036,0.097929887,0.156441065
Aiken County, SC,0.344999999,0.169728041,0.072779395,0.148659524
Benzie County, MI,0.282999992,0.17456229,,
Macon County, IL,0.261000007,0.168482393,0.073736534,0.180368267
Potter County, TX,0.333000004,0.183686003,0.103773594,0.196257526
Allendale County, SC,0.388999999,0.234391198,0.12375132,
Bay County, MI,0.381999999,0.189779177,0.077437066,0.16813471
Macoupin County, IL,0.296999991,0.162301078,0.061842695,
Polk County, TX,0.323000014,0.172562152,0.117684998,
Barry County, MI,0.321999997,0.18069078,0.010164865,
Madison County, IL,0.335000008,0.155630767,0.1206607,0.143774233
Anderson County, SC,0.328000009,0.189173862,0.112241857,0.147132396
Baraga County, MI,0.337000012,0.194484964,0.054265983,
Marion County, IL,0.296000004,0.176756233,0.124916792,
Pecos County, TX,0.31400001,0.138203204,0.059361055,
Bamberg County, SC,0.405999988,0.19549191,0.139702886,
Arenac County, MI,0.328000009,0.209043488,0.122375928,
Marshall County, IL,0.312999994,0.147515357,0.060940728,
Parmer County, TX,0.300000012,0.155814901,0.199339971,
Antrim County, MI,0.340000004,0.170480758,0.00059332,
Mason County, IL,0.301999986,0.166343018,0.121839605,
Barnwell County, SC,0.354000002,0.181570083,0.009285879,
Alpena County, MI,0.307999998,0.184966236,0.022872271,
Massac County, IL,0.275000006,0.169334918,0.043735407,
Parker County, TX,0.316000015,0.14430429,0.052551597,0.07675193
Beaufort County, SC,0.228,0.125374243,0.113175534,0.107502604
Allegan County, MI,0.30399999,0.18136856,0.008315203,0.116367191
Menard County, IL,0.272000015,0.155753389,0.004497435,
Panola County, TX,0.319999993,0.156656399,0.068682291,
Alger County, MI,0.296999991,0.17343092,0.140328571,
Mercer County, IL,0.323000014,0.141613394,0.070613421,
Berkeley County, SC,0.338,0.176579595,0.093522176,0.132237767
Alcona County, MI,0.317999989,0.164953947,0.042644061,
Monroe County, IL,0.317999989,0.131678,0.05166008,
Palo Pinto County, TX,0.293000013,0.166108564,0.13448596,
Calhoun County, SC,0.305000007,0.164973632,0.003023471,
Worcester County, MA,0.272000015,0.158627495,0.050203621,0.088389701
Montgomery County, IL,0.291000009,0.168497726,0.075729944,
Orange County, TX,0.326000005,0.181280941,0.087077431,0.110009815
Suffolk County, MA,0.209999993,0.142283186,0.002115042,0.175423622
Morgan County, IL,0.263999999,0.169050187,0.131892964,
Charleston County, SC,0.252999991,0.159096912,0.06705185,0.140982168
Plymouth County, MA,0.287999988,0.16155389,0.058246572,0.057485009
Moultrie County, IL,0.256000012,0.159819826,0.007895289,
Oldham County, TX,0.289000005,0.159148201,0.34530732,
Cherokee County, SC,0.377000004,0.197129443,0.077845208,
Norfolk County, MA,0.206,0.117414638,0.034768689,0.06582349
Ogle County, IL,0.305000007,0.154999837,0.054737546,
Ochiltree County, TX,0.291999996,0.154979751,0.022722017,
Nantucket County, MA,0.229000002,0.146868497,0.01150662,
Peoria County, IL,0.294999987,0.175664634,0.068418033,0.17041158
Chester County, SC,0.307999998,0.196852982,0.112633705,
Middlesex County, MA,0.224999994,0.112635531,0.029933657,0.072569097
Perry County, IL,0.296999991,0.169800982,0.097005859,
Nueces County, TX,0.331,0.144965023,0.104947433,0.158691328
Chesterfield County, SC,0.368000001,0.232899442,0.072631605,
Hampshire County, MA,0.202999994,0.137708008,0.099802934,0.107572172
Piatt County, IL,0.282999992,0.135845155,0.006893532,
Nolan County, TX,0.30399999,0.155324653,0.0772333,
Hampden County, MA,0.275999993,0.182935983,0.049328122,0.167955051
Pike County, IL,0.305999994,0.16796571,0.088277191,
Clarendon County, SC,0.402999997,0.203822494,0.023501659,
Franklin County, MA,0.232999995,0.160530895,0.056828648,0.100534744
Pope County, IL,0.287999988,0.158070475,0.07639531,
Newton County, TX,0.301999986,0.1709591,0.12124154,
Colleton County, SC,0.377000004,0.197647259,0.131331101,
Essex County, MA,0.256000012,0.137023702,0.044132277,0.107441519
Pulaski County, IL,0.275000006,0.201059982,0.095931165,
Navarro County, TX,0.27700001,0.169839695,0.105047449,
Dukes County, MA,0.209000006,0.13414222,0.01372931,
Putnam County, IL,0.286000013,0.142618939,0.021921266,
Darlington County, SC,0.377999991,0.195542648,0.077214509,0.248333972
Bristol County, MA,0.291000009,0.181153178,0.045020998,0.106046131
Randolph County, IL,0.268999994,0.167380169,0.033585347,
Nacogdoches County, TX,0.351999998,0.174108952,0.134242147,0.214251284
Dillon County, SC,0.39199999,0.21821028,0.07951773,
Berkshire County, MA,0.228,0.151989967,0.059717447,0.108442796
Richland County, IL,0.301999986,0.175176978,0.023326896,
Motley County, TX,0.268000007,0.153120831,0.095440015,
Barnstable County, MA,0.204999998,0.126955926,0.09717726,0.075719828
Rock Island County, IL,0.310000002,0.166252315,0.063375764,0.145756697
Dorchester County, SC,0.333999991,0.153005019,0.057085406,0.122086711
Baltimore city, MD,0.335999995,0.202213928,0.008868075,0.18440895
St. Clair County, IL,0.347000003,0.180694848,0.119767666,0.145103097
Morris County, TX,0.317000002,0.160204247,0.006881498,
Edgefield County, SC,0.370000005,0.169256434,0.036265753,
Worcester County, MD,0.307999998,0.15147835,0.04345179,
Saline County, IL,0.291000009,0.185909569,0.197495684,
Moore County, TX,0.31400001,0.166182965,0.140974164,
Wicomico County, MD,0.363999993,0.149096116,0.088587172,0.143118694
Sangamon County, IL,0.266000003,0.179896623,0.051690158,0.134417364
Fairfield County, SC,0.38499999,0.194389567,0.094377689,
Washington County, MD,0.340999991,0.16824162,0.064838886,0.108895327
Schuyler County, IL,0.303000003,0.171384916,0.035722129,
Montgomery County, TX,0.259000003,0.141578451,0.058550563,0.092243518
Florence County, SC,0.349999994,0.19992891,0.102028228,0.174644186
Talbot County, MD,0.282999992,0.123955928,0.023706893,
Scott County, IL,0.298999995,0.165395528,0.012632137,
Montague County, TX,0.266000003,0.16028747,0.069447234,
Somerset County, MD,0.446999997,0.19889304,0.119975455,
Shelby County, IL,0.287999988,0.168477833,0.090972528,
Georgetown County, SC,0.308999985,0.155061468,0.078133941,
St. Mary's County, MD,0.342000008,0.147434354,0.037422486,0.081506444
Stark County, IL,0.287999988,0.155914232,0.093791634,
Mitchell County, TX,0.294999987,0.1432015,0.042638201,
Greenville County, SC,0.27700001,0.165876746,0.128894359,0.107809575
Queen Anne's County, MD,0.291999996,0.135524973,0.027027186,
Stephenson County, IL,0.356999993,0.166200057,0.021565793,
Mills County, TX,0.268999994,0.139922187,0.095307738,
Prince George's County, MD,0.331999987,0.119866066,0.040427562,0.081186867
Tazewell County, IL,0.324000001,0.140614733,0.101753429,0.099457532
Greenwood County, SC,0.352999985,0.180777445,0.072039954,0.185677323
Montgomery County, MD,0.206,0.071692713,0.019081125,0.069331843
Union County, IL,0.31099999,0.167246625,0.054209247,
Milam County, TX,0.300000012,0.160112441,0.09093345,
Hampton County, SC,0.395999998,0.194865495,0.102416635,
Kent County, MD,0.298999995,0.142572179,4.16E-05,
Vermilion County, IL,0.342000008,0.180262357,0.057204854,0.197855301
Midland County, TX,0.308999985,0.13747403,0.072683021,0.100170672
Howard County, MD,0.226999998,0.097469427,0.018592997,0.050793334
Wabash County, IL,0.324000001,0.162928417,0.018230639,
Horry County, SC,0.300000012,0.189755782,0.06272313,0.144678819
Harford County, MD,0.286000013,0.147445127,0.035104066,0.071556017
Warren County, IL,0.296999991,0.169290885,0.035016399,
Menard County, TX,0.282999992,0.129287079,0.068799563,
Jasper County, SC,0.393999994,0.186222523,0.054994114,
Garrett County, MD,0.307999998,0.160647959,0.014906458,
Washington County, IL,0.282999992,0.148216397,0.040000953,
Medina County, TX,0.323000014,0.139313102,0.080759607,
Frederick County, MD,0.284000009,0.133130431,0.028479083,0.062881918
Wayne County, IL,0.298000008,0.164205596,0.071178012,
Kershaw County, SC,0.335000008,0.191394314,0.074061021,0.151232389
Dorchester County, MD,0.351000011,0.202095553,0.059359424,
White County, IL,0.284000009,0.158957839,0.141493291,
Maverick County, TX,0.300999999,0.170782104,0.223602816,
Lancaster County, SC,0.317999989,0.192480236,0.120957822,0.141600034
Charles County, MD,0.349999994,0.144688457,0.045034587,0.056833788
Whiteside County, IL,0.286000013,0.158517689,0.071629785,
Matagorda County, TX,0.312999994,0.166692197,0.173766449,
Cecil County, MD,0.300999999,0.187979564,0.065048307,0.062153349
Will County, IL,0.286000013,0.148500383,0.057353839,0.062235239
Laurens County, SC,0.386000007,0.199987918,0.127168059,0.205954412
Carroll County, MD,0.294,0.128173336,0.032443412,0.064287619
Williamson County, IL,0.273000002,0.167675197,0.044653207,0.137646931
Mason County, TX,0.272000015,0.134433076,0.028442556,
Lee County, SC,0.428000003,0.231068179,0.032020889,
Caroline County, MD,0.370000005,0.212663576,0.022669753,
Winnebago County, IL,0.342000008,0.177416384,0.073424928,0.166294891
Martin County, TX,0.289000005,0.151177555,0.068763003,
Calvert County, MD,0.307000011,0.140466273,0.052128058,0.040887671
Woodford County, IL,0.294999987,0.143646911,0.017915776,
Lexington County, SC,0.340000004,0.155496404,0.076522313,0.130110824
Baltimore County, MD,0.296999991,0.136396065,0.028665751,0.100810477
Adams County, IN,0.326000005,0.21149905,0.033155356,
Marion County, TX,0.296999991,0.1709093,0.032057807,
McCormick County, SC,0.354999989,0.163786054,0.009396586,
Anne Arundel County, MD,0.291000009,0.126639545,0.050241426,0.070915623
Allen County, IN,0.287,0.187889203,0.098419428,0.133678664
Madison County, TX,0.291999996,0.165362999,0.149890468,
Allegany County, MD,0.351000011,0.155877143,0.131171361,0.165976708
Bartholomew County, IN,0.296000004,0.182495415,0.091826521,0.106169209
Marion County, SC,0.412999988,0.212148964,0.059367847,
